destination,username,stars,original_text,analysis_status,scenery_sentiment,scenery_evidence,cleanliness_sentiment,cleanliness_evidence,facilities_sentiment,facilities_evidence,price_sentiment,price_evidence,atmosphere_sentiment,atmosphere_evidence,historical_value_sentiment,historical_value_evidence,food_sentiment,food_evidence,photo_spot_sentiment,photo_spot_evidence,crowd_sentiment,crowd_evidence,service_sentiment,service_evidence,accessibility_sentiment,accessibility_evidence,safety_sentiment,safety_evidence,aspects_detected,aspect_sentiments,num_aspects,overall_sentiment
Pantai Sadranan,Fikri Rahmananda,5,Nyaman dan bagus pantainya indah untuk dinikmati Bisa sambil jalan jalan mencari biota laut saat surut,success,positive,Nyaman dan bagus pantainya indah untuk dinikmati,,,positive,Bisa sambil jalan jalan mencari biota laut saat surut,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadranan,Ayu Danayu,5,"Pantai sadranan sangat indah dengan tersedia banyak gazebo, persewaan untuk snorkeling...pantainya bersih, batu karang yang terlihat indah. di sini juga banyak menjual sauvenir...oleh² berbagai macam seafood atau ikan juga tersedia....tak pernah menyesal jika bermain di sini",success,positive,Pantai sadranan sangat indah dengan tersedia banyak gazebo,,,positive,"persewaan untuk snorkeling...pantainya bersih, batu karang yang terlihat indah",,,,,,,positive,di sini juga banyak menjual sauvenir...oleh² berbagai macam seafood atau ikan juga tersedia....,,,,,,,,,,,"scenery, facilities, food",scenery:positive; facilities:positive; food:positive,3,positive
Pantai Sadranan,Cameliafina 14,5,Pantai favorit untuk dikunjungi.. Pasir putih Airnya biru Gasebo banyak Bisa snorkling dan bermain kanoe Warung yang jualan juga bersih Parkir mobil di depan pantai,success,positive,"pasir putih, airnya biru",,,positive,"gasebo banyak, bisa snorkling dan bermain kanoe, warung yang jualan juga bersih",positive,parkir mobil di depan pantai,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Pantai Sadranan,Nur X_san,5,"Pantai favorit untuk yang suka snorkeling dan naik kano, karena bentuk bibir pantainya lumayan mendukung. Untuk yang pengen makan-makan juga enak ada gazebo di depan yang disewakan dengan harga terjangkau. Untuk para pengunjung yang pengen snorkeling harus memperhatikan tanggal bulan biar tidak kecele pasang surutnya laut, hindari datang siang menjelang sore di bulan awal dan akhir karena air laut lebih awal surutnya jadi kano karam di karang",success,positive,bentuk bibir pantainya lumayan mendukung,,,positive,gazebo di depan yang disewakan dengan harga terjangkau,positive,harga terjangkau,,,,,,,,,,,positive,enak ada,,,negative,"pasang surutnya laut, hindari datang siang menjelang sore di bulan awal dan akhir","scenery, facilities, service, price, safety",scenery:positive; facilities:positive; service:positive; price:positive; safety:negative,5,positive
Pantai Sadranan,Fauza Aulia (Aa'),5,"Tempat Wisata Pantai Gunung Kidul yang sangat rekomended. Pasir pantainya halus, ombak laut yang tidak terlalu besar dan tidak terlalu kecil. Cocok untuk berwisata keluar atau bersama teman. Kebanyakan kamar mandi bersih. Kencing 2k, Mandi 5k. Mushola kecil, tpi sepertinya lumayan banyak. Terdapat wisata snorkeling juga di pantai ini. Selain itu banyak jasa foto yang menawarkan diri. Harganya mulai 10k per 3 file foto yang dikirim. Lumayan cocok untuk para pasangan yang ingin diabadikan wisatany",success,positive,"pasir pantainya halus, ombak laut yang tidak terlalu besar dan tidak terlalu kecil",,,positive,kebanyakan kamar mandi bersih,positive,tiket masuk tempat wisata di Jogja murah banget,,,,,positive,banyak jasa foto yang menawarkan diri,,,,,positive,banyak jasa foto yang menawarkan diri,,,,,"scenery, facilities, price, service, food",scenery:positive; facilities:positive; price:positive; service:positive; food:positive,5,positive
Pantai Sadranan,theresia,5,"Pantai sangat bersih, seru karena bisa snorkeling dan naik perahu, kamar mandi nya juga lumayan bersih, cocok untuk penggemar lautan dan orang yang suka petualangan.",success,positive,pantai sangat bersih,,,positive,kamar mandi nya juga lumayan bersih,positive,cocok untuk penggemar lautan dan orang yang suka petualangan,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Pantai Sadranan,kus mar,5,Tempat ramei sewa kano tempat murah meriah seratus ribu 👍👍👍👍👍 …,success,,,,,positive,tempat ramei sewa kano tempat murah meriah,,,,,,,,,,,,,,,,,,,facilities,facilities:positive,1,positive
Pantai Sadranan,Rus,5,"Pantai pasir putih dengan laut gradasi biru tosca yang indah. Cocok untuk liburan keluarga atau rombongan yg disertai anak-anak. Ombaknya ga terlalu besar jadi aman buat main air, tapi tentu dengan memperhatikan aturan yg berlaku ya 😊. Buat yang mau lihat pemandangan bawah laut ada banyak penyewaan snorkeling yang bisa dicoba. Parkir motornya murah, 3k aja. Fasilitas toilet, mushola, gazebo juga lengkap. Di bagian pintu masuk pantai ada beragam camilan seafood yg bisa dibeli untuk oleh-oleh. Kom",success,positive,pantai pasir putih dengan laut gradasi biru tosca yang indah,,,positive,"ombaknya ga terlalu besar jadi aman buat main air, banyak penyewaan snorkeling yang bisa dicoba, par",positive,"parkir motornya murah, 3k aja",,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Pantai Sadranan,irawan john,5,"Pantai dengan palung yang berfungsi sebagai pemecah ombak, sehingga gelombang yang sampai dipinggir pantai relatif kecil & aman untuk anak2. Tp jika gelombang sedang mengganas lebih baik urung kan niat untuk berenang atau maen air. Pantai yang ketika gelombang tenang, kita akan disuguhi pemandangan bawah air yang luar biasa indah dengan bermacam-macam biota laut, yang bisa kita nikmati dengan menyewa alat snorkling yang ramah dengan dompet kita. Bahkan kita bisa ber swa photo dengan latar belaka",success,positive,pemandangan bawah air yang luar biasa indah dengan bermacam-macam biota laut,,,positive,"banyak penyewaan snorkling yang ramah dengan dompet kita, bahkan kita bisa ber swa photo dengan lata",positive,harga terjangkau,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Pantai Sadranan,mrtfrz,5,"Disini pantainya enak buat untuk mandi, ombaknya ga terlalu besar dan cocok buat main bersama keluarga dan anak-anak, main kesini betah rasanya",success,positive,ombaknya ga terlalu besar dan cocok buat main bersama keluarga dan anak-anak,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:positive,1,positive
Pantai Sadranan,wiwin haerunnisa,5,Tiket masuk tempat wisata di Jogja murah banget 10ribu untuk 2 orang. Bayar parkir 3-5ribu. Kalo mau snorkeling 75k kalo tidak salah. Udah dapet foto & diajarkan juga,success,,,,,,,positive,"tiket masuk tempat wisata di Jogja murah banget 10ribu untuk 2 orang, bayar parkir 3-5ribu, kalo mau",,,,,,,,,,,,,,,,,price,price:positive,1,positive
Pantai Sadranan,tsabitank_,5,"Bagusss pantainya cakeeep bersihh pasirnya haluss tp ada sih daerah yg banyak kerikil tp banyaknya haluuus. Bagian depan banyak yg jualan seafood tempura murah. Ada banyak photografer jugaa kalo gasalah 5000/foto. Hasil fotonya bagus👍🏻 ada snorkeling juga kalo cuaca ok bisa, banyak saung2nya juga bisa duduk2 tp kayaknya bayar? Gatau sih soalnya pas itu beli kopi jd gadiminta bayar saung.. oya ini seingetku ini kawasan pantai jd ada biaya masuknya gitu di gerbang sm di tengah jd 2x bayar pokoknya",success,positive,pantainya cakeeep bersihh pasirnya haluss tp ada sih daerah yg banyak kerikil tp banyaknya haluuus,,,positive,"banyak photografer jugaa kalo gasalah 5000/foto, ada banyak saung2nya juga bisa duduk2 tp kayaknya b",positive,harga terjangkau,,,,,,,,,,,,,,,positive,ada biaya masuknya gitu di gerbang sm di tengah jd 2x bayar pokoknya ±25/orang pake mobil kalo gasal,"scenery, facilities, price, safety",scenery:positive; facilities:positive; price:positive; safety:positive,4,positive
Pantai Sadranan,Dheni Hardiyanto,5,"Ombaknya besar malau bulan desember. Harga masuk ke kawasan libur nataru Rp15.000 per orang dewasa, parkir mobil Rp15.000 per mobil",success,positive,ombaknya besar,,,,,negative,Rp15.000 per mobil,,,,,,,,,,,,,,,,,"scenery, price, price",scenery:positive; price:negative; price:negative,3,mixed
Pantai Sadranan,Zaen 12,5,"Pantainya oke banget dan bersih. Ada area dimana kita bisa melihat biota laut di pantainya seperti bintang laut, kelabang laut, alga, dll. Pemandangan indah banget. Tersapat fasilitas toilet dan misholla. Bnyk pedagang yg berjualan hasil lautnya seperti kepiting, udang, dan cumi crispy. Namun kalian jgn sembarangan meninggalkan atau menaruh barang kalian di tempat duduk karena berbayar. Lbh baik dibawa aja kecuali kalau repot krn kebanyakan dan kalau mau bayar ya gpp. Saran Bawa barang secukupny",success,positive,pantainya oke banget,positive,bersih,positive,fasilitas toilet dan misholla,,,,,,,positive,bnyk pedagang yg berjualan hasil lautnya,,,negative,sangat amat ramai,,,,,,,"scenery, cleanliness, facilities, food, crowd, crowd",scenery:positive; cleanliness:positive; facilities:positive; food:positive; crowd:negative; crowd:negative,6,positive
Pantai Sadranan,maya chrismasari,4,"Pantainya bagus, pasir putih, hanya kemaren kesana pas week end jadi sangat amat ramai, ada persewaan kano dan alat snorkling ala ala (buka snorkling beneran yah karena ga menyelam n ga dalem). Bisa naik ke atas ada spot foto buat naik bayar 5k, O ya tiket masuk pantai 10k. Ada jasa fotografer juga per foto 5k.",success,positive,pasir putih,,,positive,persewaan kano dan alat snorkling,positive,bayar 5k,,,,,,,,,negative,sangat amat ramai,,,,,,,"scenery, scenery, crowd, facilities, price, price",scenery:positive; scenery:positive; crowd:negative; facilities:positive; price:positive; price:positive,6,positive
Pantai Sadranan,Woro Risma Septiana,5,"pantai dengan view yg bagus, tapi sayangnya pas kesana (2april2025) ombaknya baru pasang, banyak gazebo dekat bibir pantai @Rp.30.000",success,negative,ombaknya baru pasang,,,,,,,,,,,,,,,,,,,,,,,"scenery, scenery",scenery:positive; scenery:negative,2,mixed
Pantai Sadranan,Elizabeth Lisa,5,"Pantainya bagus, dateng pas hari biasa jadi ngg ramai, bisa nikmatin pantai sepuasnya. Cuacanya juga cerah banget. Ada batu karang dan ombak tidak terlalu besar, aman buat main air dan snorkeling.",success,positive,pantainya bagus,,,positive,batu karang dan ombak tidak terlalu besar,,,,,,,,,,,negative,ngg ramai,,,,,,,"scenery, crowd, facilities",scenery:positive; crowd:negative; facilities:positive,3,positive
Pantai Sadranan,Syahida Norviana,5,Favorite place. Dulu tahun 2013 masih belum ada yang jualan. Sepi nan asri. Sekarang wow banget perkembangannya. Sudah ada snorkeling dan ramai. Salut sekali. Semoga semakin ramai dengan banyak wahana. Oiya. Ombak disini tidak begitu besar bisa liat ikan ikan kecil. Pernah sih tempo hari pas gelombang tinggi airnya keruh. Tapi sekarang udah normal lagi.,success,positive,ombak disini tidak begitu besar bisa liat ikan ikan kecil,,,positive,snorkeling,,,,,,,,,,,positive,ramai,,,,,,,"scenery, scenery, scenery, facilities, crowd, scenery",scenery:positive; scenery:positive; scenery:positive; facilities:positive; crowd:positive; scenery:positive,6,positive
Pantai Sadranan,Bayu Arkiara,5,"Pantainya bagus dgn pasir putih yg msh alami & airnya yg jernih sekali, banyak ikan2 kecil warna warni jd bagus utk snorkling, anak2 pun bisa diajak snorkling",success,positive,pantainya bagus dgn pasir putih yg msh alami,,,positive,banyak ikan2 kecil warna warni jd bagus utk snorkling,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadranan,Huawei Owner,5,"Pantai Sadranan yang terletak di Tepus, Gunung Kidul adalah salah satu destinasi wisata air yang sangat recomended. Pasir putih pantai ini sangat memanjakan wisatawan. Ada banyak saung saung yang disewakan untuk tempat istirahat sembari menikmati keindahan pantai. Pada pagi hari sekitar jam 8-11 air laut pasang, sangat cocok untuk bermain air sembari menikmati arus ombak laut. Semakin siang, air laut mulai surut, dan pada sekitar jam 1 siang, air laut mulai tenang dan anda bisa bersnorkling bers",success,positive,pasir putih pantai ini sangat memanjakan wisatawan,,,positive,bisa snorkling sepuasnya,positive,Biaya sewa per set adalah 25ribu,,,,,,,,,,,,,,,,,"scenery, facilities, facilities, price, facilities",scenery:positive; facilities:positive; facilities:positive; price:positive; facilities:positive,5,positive
Pantai Sadranan,Muslimah Muslimah,5,"Pasir putih, ombak besar pas saya datang, banyak tempat disewakan untuk pengunjung satu tempat 20.000. Banyak penjual makanan, banyak penjual seafood. Aku sempat beli teri tepung, udang tepung,tuna goreng, belanak goreng buat lauk dirumah.",success,positive,ombak besar,,,positive,banyak tempat disewakan,,,,,,,positive,banyak penjual seafood,,,,,,,,,,,"scenery, scenery, facilities, food, food",scenery:positive; scenery:positive; facilities:positive; food:positive; food:positive,5,positive
Pantai Sadranan,Rudi Pamungkas,5,"Pantainya bagus dan bening, banyak sekali ikan-ikan yang terlihat. Siapkan sepatu atau sandal yang bisa diair soalnya pantainya berkarang. Jika tidak ada, disana ada penyewaan sepatu karet 10rb/pasang.",success,positive,pantainya bagus dan bening,,,positive,disana ada penyewaan sepatu karet,,,,,,,,,,,,,,,,,,,"scenery, facilities, facilities",scenery:positive; facilities:positive; facilities:positive,3,positive
Pantai Sundak,200%,5,"Pantainya bagus, ombaknya tenang, kalau beruntung bisa ketemu kelomang jugaa, area sekitarnya banyak pohon dan bisa untuk camping. Cocok untuk healing tipis tipiss🧘‍♂️ …",success,positive,bagus,,,positive,"banyak pohon, bisa untuk camping",,,positive,healing,,,,,,,,,,,,,,,"scenery, atmosphere, facilities",scenery:positive; atmosphere:positive; facilities:positive,3,positive
Pantai Sundak,rufki vinanda,5,"Pantai favoritku karena kids friendly, pasirnya putih bersih, air lautnya jernih. Ombaknya juga ga bar-bar. Di area pantai timurnya banyak pepohonan jd bisa ngiub. Tapi ke sini selalu milih weekday biar sepi dan bener2 bisa menikmati alamnya. Untuk waktu kerja mendukung dtg weekday. Karena kalau weekend masyaallah ramainyaa. Intinya pantai ini sangat recommended karen kids friendly dan harga tiket juga cukup terjangkau hanya 15k per orang",success,positive,bagus,,,positive,"kids friendly, harga tiket juga cukup terjangkau",positive,harga tiket juga cukup terjangkau,,,,,,,,,negative,ramainyaa,,,,,,,"scenery, price, facilities, crowd, price",scenery:positive; price:positive; facilities:positive; crowd:negative; price:positive,5,positive
Pantai Sundak,Surya Pranadipa,5,"Ke Pantai Sundak ini kami menggunakan jeep dari Pantai Drini dengan harga 300rb untuk 5 orang penumpang. Pantai ini sangat cocok untuk keluarga, ramah anak karena pasirnya halus dan ombaknya cenderung tenang, dan mempunyai spot foto yang sangat cantik karena di bagian ujungnya adl tebing dan batu2 yang sangat cantik bertemu dng jernihnya air laut hijau kebiruan. Disini jg banyak warung2 makan serta oleh2 berbagai macam gorengan hasil laut. Mari kita jaga kebersihan, keindahan dan keasrian pantai",success,positive,"sangat cocok untuk keluarga, pasirnya halus dan ombaknya cenderung tenang",positive,bersih,positive,"spot foto yang sangat cantik, warung2 makan serta oleh2 berbagai macam gorengan hasil laut",positive,harga 300rb untuk 5 orang penumpang,,,,,,,,,,,,,,,,,"scenery, facilities, cleanliness, price",scenery:positive; facilities:positive; cleanliness:positive; price:positive,4,positive
Pantai Sundak,Nastiti Taqwa,5,"Kalau mau cari pantai yang sejuk banyak pohon ini bisa jadi pilihan sih. Banyak persewaan tenda, juga penginapan. Pas mau kesini sempet nyasar ke sundak sebelah karena dari pintu masuk udah dicegat duluan. Dan kita yg gak tau jalan (pengguna map) diarahkannya lewat sundak sebelah. Untuk pantainya bersih, pasir putih, tapi hati2 pas surut pantai banyak fosil2 tajam dari kerang dan koral yg hancur",success,positive,banyak pohon,positive,bersih,positive,"banyak persewaan tenda, juga penginapan",neutral,harganya pada umumnya tempat wisata,,,,,,,,,negative,ramai pengunjungnya,,,,,negative,banyak fosil2 tajam dari kerang dan koral yg hancur,"scenery, facilities, cleanliness, price, crowd, safety",scenery:positive; facilities:positive; cleanliness:positive; price:neutral; crowd:negative; safety:negative,6,mixed
Pantai Sundak,Atiqah N F,5,"Pernah ke sini tahun 2017 dan ke sini lagi bertahun-tahun kemudian, 9 September 2025. Feels like, menyusuri masa lalu. Dulu ke sini mbolang berdua motoran dari Solo, tahun ini bersama teman-teman kerja dan suami plus anak. 🥹 emang waktu tuh berlalunya cepeeeet banget! Tapi, pantainya masih gini-gini aja (in a good way). Weekday sepi itungannya, cuman ada beberapa pengunjung lain. Tapi ya jadi bisa menikmati dan foto-foto dengan background beneran pantai aka pemandangan, bukan manusia-manusia lai",success,positive,pantainya masih gini-gini aja (in a good way),,,positive,banyak pilihan untuk menentukan tempatnya,neutral,harganya pada umumnya tempat wisata,,,,,,,,,negative,ramai,,,,,,,"scenery, crowd, facilities, price",scenery:positive; crowd:negative; facilities:positive; price:neutral,4,positive
Pantai Sundak,Najib K.A,5,"Rekomendasi buat temen "" Yang nyari pantai sedikit sepi, gak begitu ramai, buat ngecamp, main air anak"" Oke, kebetulan kesini Desember 2020,akses jalan juga aman deket dgn pantai.ombak gak gak terlalu pasang(aman). Pantai cukup luas, bersih, fasilitas lengkap,parkiran,warung, toilet, mushola,dll. Dan terkhusus untuk lihat sunset.",success,positive,ombak gak gak terlalu pasang(aman),,,positive,"fasilitas lengkap,parkiran,warung, toilet, mushola,dll",positive,harga tiket juga cukup terjangkau,,,,,,,,,negative,ramai pengunjungnya,,,,,,,"scenery, facilities, price, crowd",scenery:positive; facilities:positive; price:positive; crowd:negative,4,positive
Pantai Sundak,kristanto Kristanto,5,Datang pagi ombak masih besar kalo sudah siangan air suruh waktu yang tepat untuk cari ikan dan hewan kecil2 laut. Cocok buat anak2,success,,,,,positive,cocok buat anak2,,,,,,,,,,,,,,,,,,,facilities,facilities:positive,1,positive
Pantai Sundak,Joko Mitu,5,"Tempat wisata yang cicok untuk keluara.... Garis pantainya yang panjang, memberikan kita banyak pilihan untuk menentukan tempatnya, walaupun ramai pengunjungnya kita tetap bisa menikmati keindahan alam. Fasilitas lengkap mulai dari penginapan,mck,warung2 sepanjang pantai, mushola. Untuk harganya ya pada umumnya tempat wisata. Tiket masuk 15.000 Parkir motor 5.000",success,positive,garis pantainya yang panjang,,,positive,"fasilitas lengkap mulai dari penginapan,mck,warung2 sepanjang pantai, mushola",positive,harganya pada umumnya tempat wisata,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Pantai Sundak,Amal,5,"Pantainya cakep polll Maasyaa Allah, airnya jernih. kalo pagi airnya pasang tapi setelah dhuhur pantai surut, jadi bisa keceh dan liat biota laut. Disana banyak yang menyewakan gazebo dengan harga 30.000, kamar mandi dengan harga 5000 per orang. Tiket masuk pantai 15.000/orang dewasa (udah akses ke pantai lainnya).",success,positive,pantainya cakep polll Maasyaa Allah,,,positive,"banyak yang menyewakan gazebo dengan harga 30.000, kamar mandi dengan harga 5000 per orang",,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sundak,Sakti Rumekso Aji,4,Pantainya bagus. Bisa buat ngecamp. Paling joss deket masjid. Kalau bisa cek pasang surut air laut dulu ya kalau kesini biar nggak kecewa.,success,positive,pantainya bagus,,,positive,bisa buat ngecamp,negative,nggak kecewa,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:negative,3,positive
Pantai Sundak,Dinda Restu,5,"Bagus banget , kesini pas ga weekend. Pantai bersih pasir putih ombak juga ga terlalu besar. Masih bener bener recomend banget untuk kesini",success,positive,bagus banget,positive,bersih,,,positive,recomend banget,,,,,,,,,,,,,positive,ga weekend,,,"scenery, cleanliness, price, accessibility",scenery:positive; cleanliness:positive; price:positive; accessibility:positive,4,positive
Pantai Sundak,agustinus kakasusila,4,"Ke sini pas hujan, jadi menikmati pemandangan sambil ngopi di bawah atap warung. Di dekatnya ada persewaan jeep. Ombak lumayan besar,,sangat disarankan berhati hati bila bermain air. Tapi menurutku,,terlalu banyak warung.",success,positive,menikmati pemandangan,,,positive,persewaan jeep,,,positive,ngopi di bawah atap warung,,,,,,,negative,terlalu banyak warung,,,,,positive,berhati hati bila bermain air,"scenery, atmosphere, facilities, crowd, safety",scenery:positive; atmosphere:positive; facilities:positive; crowd:negative; safety:positive,5,mixed
Pantai Sundak,Lutfi Aryasatya,3,"Gokil pantainya selalu ramai dan sejuk kalo siang, bukan panas. Kurangnya di pantai sini adalah tidak menyediakan fasilitas air kran gratis, malah kemana2 bayar walaupun murah tetapi ini sangat berpengaruh bagi pengunjung yang merasakan.",success,positive,gokil pantainya,,,negative,tidak menyediakan fasilitas air kran gratis,negative,bayar walaupun murah,positive,ramai dan sejuk,,,,,,,,,,,,,,,"scenery, atmosphere, facilities, price",scenery:positive; atmosphere:positive; facilities:negative; price:negative,4,mixed
Pantai Sundak,Luthviana Handayani,5,Bersih asri sejuk Pasir putih ...tiket murah,success,positive,bersih asri sejuk,,,,,positive,tiket murah,,,,,,,,,,,,,,,,,"scenery, price",scenery:positive; price:positive,2,positive
Pantai Sundak,Nisa Alhakimah,5,"Kalo kesini mending pagi sblm jam 8 , supaya ombak nya masih dpet yg surut, Kalo sudah jam 9 ke atas ombak sudah pasang, tidak cocok untuk anak2 yg mau berlama2 di pantai, mending sore skalian di jam 16 ombak sudah mulai surut lagi, anak2 bisa bermain dengan nyaman. Banyak gasebu 30rb/ tempat, bisa juga ngecamp atau sewa tenda. Tiket 15000/ dewasa Mandi 5000 / person Parkir 5000 roda 2 Semoga bermanfaat.",success,positive,ombaknya masih dpet yg surut,,,positive,banyak gasebu,positive,parkir 5000 roda 2,,,,,,,,,,,,,,,,,"scenery, facilities, price, price, price",scenery:positive; facilities:positive; price:positive; price:positive; price:positive,5,positive
Pantai Sundak,Khoirunisa Diah Pangesti,4,"Pantainya masih sepi waktu ke sini jam 9an, bibir pantainya lumayan luas dan ada pasir kerangnya. Bisa juga buat camping, tempatnya nyaman dan fasilitasnya sudah lengkap. Akses jalan menuju pantai juga aman bisa dilewati kendaraan roda dua atau roda empat🦋 …",success,positive,bibir pantainya lumayan luas,,,positive,fasilitasnya sudah lengkap,,,,,,,,,,,,,,,positive,akses jalan menuju pantai juga aman,,,"scenery, facilities, accessibility",scenery:positive; facilities:positive; accessibility:positive,3,positive
Pantai Sundak,Febriasyraf Charifa,5,"Pantainya bersih dan luas. Pasirnya putih. Sudut pantainya agak curam, bukan pantai yang landai. Ada retribusi masuk di gerbang depan seharga 15.000 per orang, dan di kawasan pantai sundak ini ada lagi retribusi parkir 10.000.",success,positive,pantainya bersih dan luas,,,,,positive,di kawasan pantai sundak ini ada lagi retribusi parkir 10.000,,,,,,,,,,,,,,,,,"scenery, price, price",scenery:positive; price:positive; price:positive,3,positive
Pantai Sundak,Sulistiyo Wibowo,4,"Pantai Sundak merupakan salah satu pantai di Gunungkidul. Pantai ini cocok untuk mencari suasana tenang sambil melihat ombak pantai. Pasir putihnya lembut, air lautnya jernih, dan ombaknya nggak terlalu besar, cocok buat main air atau sekadar duduk santai. Pantai ini letaknya di samping Pantai Ngandong, jadi jangan keliru pas nyari lokasinya. Yang bikin unik, ada gua kecil di sekitar pantai yang katanya punya cerita legenda menarik. Saat surut, wisatawan bisa berjalan di pantai sambil bermain pa",success,positive,pasir putihnya lembut,,,,,positive,tiket masuk saat libur Lebaran 2025 kemarin Rp15.000 per orang,positive,wisatawan jadi lebih nyaman buat menikmati suasana,,,,,,,negative,libur Lebaran hari ke-2 tahun 2025 ternyata agak sepi dibanding Lebaran tahun 2024,,,,,,,"scenery, price, crowd, atmosphere",scenery:positive; price:positive; crowd:negative; atmosphere:positive,4,mixed
Pantai Sundak,Yusnia Dea,5,"pantai ny bagus bgt, td kesana weekdays jd tidak terlalu ramai, sangat recommended, walopun kesana pas pasang tp ttp bisa menikmati keindahan pantainyaa🤩 …",success,positive,pantai ny bagus bgt,,,,,positive,sangat recommended,,,,,,,,,positive,td kesana weekdays jd tidak terlalu ramai,,,,,,,"scenery, price, crowd",scenery:positive; price:positive; crowd:positive,3,positive
Pantai Sundak,Ge Nose,5,"Pantai Yang bagus bisa ditempuh dengan bus besar Disini pantai nya landai tidak ada rip Current tetapi tetap berhati hati. Kalau mau cari ikan dengan ombak tenang bisa disisi kiri, jika ingin mencari rumput laut disisi kanan tetapi jika pagi ombak terlalu besar. Sewa tikar atau tenda 90 RB Cukup mahal mungkin lain kali bisa bawa tikar sendiri. Kalau mandi 5k Pop mie 12k Semoga bisa berkunjung kesini lagi.",success,positive,pantai Yang bagus,,,,,positive,pop mie 12k,,,,,,,,,,,,,,,,,"scenery, price, price, price, price",scenery:positive; price:positive; price:negative; price:positive; price:positive,5,mixed
Pantai Sundak,Ayu Ramadhani,5,"Pantai Sundak, bersebelahan sama pantai indriyanti, sblh baratnya slili, sadranan Pas kesini jam 8 pantainya pas psang, niatnya mau yg kecil aja ombaknya, e sepnjang pantai ini pasang semua airnya Ada jasa foto perfile cuma 3 ribu, biota lautnya byk, ankq dapet kelomang byk di sisi timur, dibebatuan Bagus sihh, Aq masuk lewat retribusi bagian timur, mau ke Baron lewat retribusi lagi, pokoknya tiket retribusinya jgn sampai hilang klo mau pindah2",success,positive,bersebelahan sama pantai indriyanti,positive,bersih,positive,jasa foto perfile,positive,3 ribu,,,,,,,,,,,positive,ramah,,,,,"scenery, cleanliness, facilities, price, service",scenery:positive; cleanliness:positive; facilities:positive; price:positive; service:positive,5,positive
Pantai Sundak,OLIVIA PASSYA,5,"Pantai yang bagus untuk bersantai, kamu bisa berenang di tepian maupun hanya berendam saja karena ombak besarnya pecah di tengah jd aman. Parkir Motor nginap kena 15rb (saya nggak tau ini beneran segini atau bukan) . tiket masuk 15rb / org . Foto 3rb per pcs",success,positive,bagus,,,positive,banyak toilet dan kamar mandi,positive,15rb,,,,,,,,,,,,,positive,aman,,,"scenery, accessibility, price, facilities",scenery:positive; accessibility:positive; price:positive; facilities:positive,4,positive
Pantai Sundak,Dhita Ayu Sarasdewanti,5,"pantai bersih , enaaak . ada pendopo atau payung² yg disewakan bagi pengunjung yang mauu duduk² (range harga pendopo dari 30k) , ada warung barangkali mau beli makan atau minum . tersedia banyak toilet dan kamar mandi untuk bilas .",success,,,positive,bersih,positive,pendopo,,,,,,,positive,enaaak,,,,,positive,ramah,,,,,"cleanliness, facilities, food, service",cleanliness:positive; facilities:positive; food:positive; service:positive,4,positive
Pantai Sundak,Fitriyani Retno Pamungkas,5,"Banyak penginapan .banyak warung Tapi jarang orang yang camping Orangnya ramah"" nawari penginapan dan kopi susu,makan dll Anginnya kenceng bgt kalau malam.",success,positive,ramah,,,positive,banyak penginapan,,,,,,,,,,,,,positive,ramah,,,,,"scenery, facilities, service",scenery:positive; facilities:positive; service:positive,3,positive
Pantai Sundak,Widyas Tuti,2,Kayak maklar penginapan nyaaa bikin risih. Pasang tenda+parkir mobil 180rb.,success,,,,,,,negative,180rb,,,,,,,,,,,,,,,,,price,price:negative,1,negative
Pantai Sundak,Lmgn,4,"Tiket masuk 15.000 / orang Parkir di dalam 10.000 / motor Penginapan yang dekat pantai overated dengan kamar dan bangunan yang sangat kureng harganya diminta 250.000-nego jadi 150.000. Makanan harganya standar dan rasanya juga lumayan enak. Agak blusukan tempatnya tapi nice experience disini. Staff retribusi didepan ramah (bintang 5👍🏻👍🏻👍🏻) sampai di antar ke parkiran karena datangnya jam 12 malam. Overall tempatnya enak, bakal balik lagi kesini someday, masih ada ruang untuk perkembangan.",success,,,,,negative,kamar dan bangunan yang sangat kureng,negative,250.000,,,,,,,,,,,positive,ramah,,,,,"price, facilities, service",price:negative; facilities:negative; service:positive,3,mixed
